molecule_id,gas_conformation,sol_conformation,num_atoms,atomic_numbers,gas_xyz,sol_xyz,dielectric_const,gas_energy,sol_energy,solvation_energy,gas_hlgap,sol_hlgap,gas_dipole,sol_dipole
43,Geom-m43-c3,Geom-m43-c3,12,"[6, 1, 1, 1, 8, 6, 8, 7, 1, 7, 1, 1]","[2.071229, 0.769065, -0.021371, 1.901484, 1.426302, 0.847356, 1.796522, 1.315541, -0.935504, 3.131948, 0.510641, -0.062742, 1.343084, -0.441189, 0.09462, -0.021833, -0.42957, 0.005659, -0.662369, -1.478929, 0.01193, -0.632292, 0.827819, -0.133597, -0.228158, 1.59201, 0.417831, -2.085441, 0.788533, 0.006656, -2.313518, -0.080908, 0.506332, -2.487364, 0.68848, -0.931649]","[2.082066, 0.781527, -0.012882, 1.885707, 1.42199, 0.856537, 1.817243, 1.317842, -0.931168, 3.136642, 0.511194, -0.033607, 1.340809, -0.441987, 0.085016, -0.007488, -0.426387, 0.014351, -0.644456, -1.505312, 0.032757, -0.634966, 0.799379, -0.120641, -0.227574, 1.630095, 0.315717, -2.098742, 0.760441, 0.03879, -2.31615, -0.152993, 0.454919, -2.519799, 0.792005, -0.894267]",78.4,-9239.351625,-9239.755876,-0.4042509999999311,7.709918,8.019894,0.757975,1.155501
43,Geom-m43-c4,Geom-m43-c4,12,"[6, 1, 1, 1, 8, 6, 8, 7, 1, 7, 1, 1]","[-0.991576, -1.635847, 0.061777, -0.912506, -2.724433, 0.154682, -1.777377, -1.403036, -0.670058, -1.264337, -1.211655, 1.036072, 0.272206, -1.156454, -0.373707, 0.685544, 0.106117, -0.103704, 1.870462, 0.417315, -0.230544, -0.236231, 1.051664, 0.412486, 0.202313, 1.98053, 0.466277, -1.558242, 1.112107, -0.18891, -1.527193, 1.730847, -1.006088, -2.199504, 1.529496, 0.49104]","[-1.014831, -1.628654, 0.041664, -0.943473, -2.715821, 0.126689, -1.726193, -1.37517, -0.750118, -1.342451, -1.207123, 0.995312, 0.298612, -1.158116, -0.293295, 0.696042, 0.101554, -0.070317, 1.925358, 0.372538, -0.134963, -0.182185, 1.106508, 0.305699, 0.239479, 2.040385, 0.323032, -1.571687, 1.097187, -0.131293, -1.663268, 1.670403, -0.975735, -2.151846, 1.492961, 0.612647]",78.4,-9239.115982,-9239.561868,-0.4458860000013374,7.309549,8.058008,1.054802,1.531738
44,Geom-m44-c1,Geom-m44-c1,14,"[6, 6, 6, 6, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0.891943, 0.027092, -0.060602, 2.45035, 0.026564, -0.020662, 2.982496, 0.317669, -1.492826, 2.994178, 1.144398, 0.920043, 2.951518, -1.192017, 0.29335, 0.510996, 0.986095, -0.405472, 0.500986, -0.160406, 0.936621, 0.523072, -0.752293, -0.721973, 2.614684, 1.291012, -1.813093, 2.621375, -0.451372, -2.169675, 4.068753, 0.317854, -1.494359, 2.656051, 2.126133, 0.595099, 4.080717, 1.138595, 0.937561, 2.637128, 0.974937, 1.933079]","[0.890384, 0.031217, -0.042155, 2.447527, -0.002995, -0.081698, 2.998868, 0.321678, -1.502841, 2.982484, 1.141963, 0.91742, 2.95255, -1.154172, 0.418341, 0.519184, 1.005286, -0.348226, 0.524695, -0.183564, 0.957145, 0.496104, -0.720062, -0.720161, 2.660019, 1.300128, -1.831299, 2.639447, -0.424076, -2.205911, 4.083327, 0.305233, -1.508691, 2.604455, 2.096411, 0.560628, 4.067043, 1.139522, 0.907337, 2.618162, 0.937691, 1.917201]",78.4,-6334.471175,-6334.672056,-0.20088100000066333,1.225042,6.790193,0.56854,0.792402
44,Geom-m44-c2,Geom-m44-c2,14,"[6, 1, 1, 1, 6, 8, 6, 1, 1, 1, 6, 1, 1, 1]","[-0.011746, 1.339258, -0.756605, 0.870024, 1.920426, -0.502307, -0.902655, 1.905739, -0.500983, -0.010686, 1.117678, -1.822521, 0.000218, -0.031737, 0.052979, -0.001855, 0.336624, 1.356419, 1.293848, -0.810753, -0.334189, 1.320937, -1.015163, -1.402455, 1.322925, -1.758174, 0.198723, 2.180672, -0.24292, -0.065853, -1.280839, -0.832219, -0.332163, -1.293293, -1.779951, 0.200845, -2.176555, -0.279213, -0.062395, -1.306228, -1.037134, -1.400377]","[-0.023038, 1.354274, -0.765117, 0.849438, 1.960642, -0.534284, -0.910709, 1.924517, -0.508593, -0.032232, 1.153462, -1.832213, 0.039763, 0.027007, 0.047302, -0.061822, 0.228857, 1.381208, 1.286437, -0.827444, -0.33219, 1.289078, -1.053549, -1.394739, 1.295702, -1.761507, 0.221204, 2.189981, -0.276692, -0.090052, -1.268684, -0.834736, -0.329603, -1.251057, -1.764317, 0.229786, -2.153703, -0.265365, -0.067147, -1.244387, -1.032688, -1.396444]",78.4,-6334.471369,-6334.671615,-0.20024600000033388,1.225176,6.791788,0.568596,0.791798
45,Geom-m45-c1,Geom-m45-c1,14,"[6, 6, 6, 16, 8, 8, 17, 1, 1, 1, 1, 1, 1, 1]","[0.90146, -0.093608, 0.009072, 2.420062, 0.087388, -0.056352, 2.897249, 0.522864, -1.437574, 2.902335, 1.328679, 1.228313, 2.733087, 2.677262, 0.753474, 2.490172, 0.902684, 2.540769, 5.189978, 0.942939, 1.171628, 0.594484, -0.855007, -0.705085, 0.385697, 0.830663, -0.242218, 0.585407, -0.408404, 1.000807, 2.910545, -0.853744, 0.227304, 2.444648, 1.468862, -1.725357, 2.616687, -0.225531, -2.175512, 3.978707, 0.635732, -1.46282]","[0.894028, -0.091046, 0.00804, 2.418773, 0.075736, -0.060736, 2.901002, 0.514877, -1.443121, 2.891137, 1.318753, 1.218353, 2.715208, 2.680909, 0.77139, 2.511414, 0.903089, 2.550664, 5.215864, 0.997042, 1.18143, 0.592925, -0.846266, -0.71384, 0.389059, 0.837802, -0.243718, 0.577697, -0.411062, 0.996153, 2.905381, -0.864015, 0.22732, 2.457827, 1.46729, -1.720498, 2.598033, -0.228389, -2.174167, 3.98217, 0.606058, -1.470819]",78.4,-30666.220914,-30666.443072,-0.2221579999968526,6.072462,6.039782,1.028099,1.45269
45,Geom-m45-c2,Geom-m45-c2,14,"[6, 6, 6, 16, 8, 8, 17, 1, 1, 1, 1, 1, 1, 1]","[-0.162519, -1.457687, 0.168208, -0.030888, -0.052707, -0.409581, -1.350282, 0.722515, -0.372038, 1.232696, 0.92647, 0.522249, 1.390881, 2.240798, -0.044676, 1.147951, 0.689977, 1.939885, 3.102976, -0.252114, -0.183678, 0.783582, -1.99223, 0.122525, -0.898614, -2.021062, -0.40112, -0.489788, -1.42317, 1.204683, 0.32809, -0.108692, -1.446293, -1.719729, 0.817723, 0.646727, -1.233287, 1.718364, -0.792892, -2.101069, 0.191716, -0.953899]","[-0.162521, -1.463417, 0.16396, -0.037545, -0.057565, -0.420819, -1.36, 0.72167, -0.36795, 1.215269, 0.92455, 0.512403, 1.406589, 2.243167, -0.04897, 1.144742, 0.712215, 1.939888, 3.143576, -0.240538, -0.14677, 0.78167, -1.998661, 0.102432, -0.906369, -2.018011, -0.401139, -0.478482, -1.424247, 1.201949, 0.31888, -0.109033, -1.456841, -1.717364, 0.808046, 0.654765, -1.243903, 1.717087, -0.786392, -2.104542, 0.184636, -0.946416]",78.4,-30666.22061,-30666.441199,-0.22058900000047288,6.072465,6.036621,1.028059,1.451353
45,Geom-m45-c3,Geom-m45-c3,14,"[6, 6, 6, 16, 8, 8, 17, 1, 1, 1, 1, 1, 1, 1]","[-1.037465, -1.043998, 0.321946, -0.185026, -0.058809, -0.470532, -0.528091, 1.399046, -0.183765, 1.621395, -0.382926, -0.216819, 1.914732, -1.78796, -0.336604, 2.421078, 0.640605, -0.839234, 1.756542, 0.059377, 2.056406, -0.933004, -0.880115, 1.392092, -2.085901, -0.912096, 0.063232, -0.757033, -2.07093, 0.100087, -0.319819, -0.253578, -1.547206, -1.563826, 1.591949, -0.455048, 0.106423, 2.070574, -0.757257, -0.409801, 1.628963, 0.872704]","[-1.042492, -1.047877, 0.322286, -0.194387, -0.057766, -0.474664, -0.531655, 1.404431, -0.182203, 1.605983, -0.381259, -0.221924, 1.927689, -1.787141, -0.329775, 2.433426, 0.632607, -0.838098, 1.795319, 0.061868, 2.069483, -0.936809, -0.879383, 1.391256, -2.088268, -0.908747, 0.062201, -0.762516, -2.072297, 0.096243, -0.326105, -0.252473, -1.550241, -1.564775, 1.589741, -0.46245, 0.105486, 2.070805, -0.756208, -0.420693, 1.627594, 0.874095]",78.4,-30666.24333,-30666.480367,-0.23703699999896344,6.074614,6.067493,1.003791,1.437871
45,Geom-m45-c4,Geom-m45-c4,14,"[6, 1, 1, 1, 6, 1, 6, 1, 1, 1, 16, 8, 8, 17]","[0.819207, 1.222104, 0.324724, 1.87914, 1.283889, 0.087479, 0.724439, 1.054377, 1.395181, 0.358184, 2.176516, 0.081812, 0.180795, 0.086616, -0.467971, 0.299795, 0.290239, -1.544864, 0.781779, -1.278827, -0.152303, 0.68609, -1.514102, 0.90528, 1.840754, -1.279577, -0.401563, 0.294669, -2.063143, -0.726781, -1.659322, 0.073105, -0.252711, -2.242393, -1.088206, -0.873915, -2.20516, 1.397867, -0.399564, -1.757976, -0.359859, 2.024197]","[0.825757, 1.224386, 0.32668, 1.880216, 1.290192, 0.07225, 0.749647, 1.041469, 1.395624, 0.355123, 2.176045, 0.097125, 0.189924, 0.087649, -0.470643, 0.304561, 0.291019, -1.547407, 0.78771, -1.281328, -0.151629, 0.710109, -1.501002, 0.910472, 1.840164, -1.282074, -0.418348, 0.287795, -2.066721, -0.710444, -1.645966, 0.073397, -0.258846, -2.256271, -1.083601, -0.87557, -2.220964, 1.393543, -0.401039, -1.807804, -0.361974, 2.030775]",78.4,-30666.243503,-30666.487044,-0.24354099999982282,6.074576,6.091279,1.00378,1.435192
46,Geom-m46-c1,Geom-m46-c1,12,"[6, 7, 6, 7, 1, 1, 1, 1, 1, 1, 1, 1]","[1.008805, 0.091601, 0.011188, 2.480803, 0.07211, 0.014867, 3.012319, -1.268697, -0.271692, 3.010723, 1.026117, -0.986306, 0.633026, -0.602381, 0.766384, 0.578628, -0.196848, -0.964079, 0.650897, 1.095678, 0.254402, 2.676492, -1.964009, 0.501706, 4.103125, -1.239274, -0.267656, 2.681335, -1.660868, -1.249012, 2.802765, 1.96758, -0.645106, 2.49061, 0.900392, -1.862566]","[1.013463, 0.09849, 0.023843, 2.489886, 0.070668, 0.04671, 3.009846, -1.27101, -0.278426, 3.022156, 1.048963, -0.98287, 0.62882, -0.589964, 0.77844, 0.598937, -0.197098, -0.953464, 0.659037, 1.104197, 0.255573, 2.660788, -1.980261, 0.474077, 4.099309, -1.256949, -0.268761, 2.675113, -1.624645, -1.265646, 2.730653, 1.974426, -0.665827, 2.54152, 0.844583, -1.86152]",78.4,-5179.654153,-5179.771549,-0.11739599999964412,6.739041,7.106036,0.362321,0.519823
47,Geom-m47-c1,Geom-m47-c1,14,"[6, 6, 6, 6, 6, 8, 17, 1, 1, 1, 1, 1, 1, 1]","[0.910346, 0.177126, -0.091697, 2.401493, -0.009287, 0.113569, 3.149318, -0.936397, -0.829197, 3.348517, 0.528735, -0.945291, 2.938355, 0.027148, 1.495359, 4.069432, -0.098251, 1.839032, 1.73868, 0.29512, 2.848106, 0.668824, 0.126729, -1.150689, 0.5764, 1.14349, 0.283042, 0.339992, -0.596763, 0.419771, 2.561906, -1.437004, -1.591858, 3.956229, -1.524734, -0.404597, 2.899134, 1.043045, -1.78841, 4.291364, 0.940163, -0.599892]","[0.905933, 0.176956, -0.092017, 2.399568, -0.009033, 0.113442, 3.153415, -0.936952, -0.831026, 3.353253, 0.52942, -0.947332, 2.935551, 0.026902, 1.4848, 4.070068, -0.096489, 1.842545, 1.745856, 0.292784, 2.854738, 0.672494, 0.127606, -1.15187, 0.574928, 1.144001, 0.280242, 0.337707, -0.598269, 0.41555, 2.558257, -1.43198, -1.588951, 3.957185, -1.52319, -0.401811, 2.893567, 1.039131, -1.785004, 4.292206, 0.938231, -0.596057]",78.4,-19860.080471,-19860.241969,-0.161497999997664,7.19377,7.234441,0.748382,1.010068
47,Geom-m47-c2,Geom-m47-c2,14,"[6, 6, 6, 8, 17, 6, 6, 1, 1, 1, 1, 1, 1, 1]","[-2.113777, -1.014267, -0.000146, -0.960353, -0.019287, 0.000157, 0.372996, -0.664767, 0.000731, 0.625082, -1.82379, 0.000929, 1.831334, 0.449855, 0.001195, -1.134194, 1.287847, 0.742092, -1.133632, 1.287654, -0.742251, -2.079831, 1.434231, -1.252675, -0.269211, 1.697923, -1.253354, -2.08078, 1.434555, 1.25176, -0.270162, 1.698251, 1.253743, -2.070348, -1.655072, -0.879015, -2.071086, -1.654752, 0.878993, -3.068209, -0.494316, -0.00064]","[-2.11637, -1.01647, 0.000384, -0.960297, -0.019393, 0.000191, 0.365368, -0.659734, 0.000468, 0.628418, -1.824191, 0.00056, 1.839807, 0.438263, 0.001455, -1.133304, 1.293311, 0.742829, -1.133211, 1.292599, -0.742119, -2.082494, 1.428301, -1.247653, -0.271216, 1.702055, -1.255058, -2.084171, 1.42715, 1.245366, -0.272361, 1.703709, 1.255568, -2.068773, -1.654138, -0.87923, -2.069024, -1.654964, 0.878683, -3.064543, -0.492433, 7.4e-05]",78.4,-19860.118913,-19860.280125,-0.1612120000027062,7.269237,7.281034,0.75624,1.020074
47,Geom-m47-c3,Geom-m47-c3,14,"[6, 6, 6, 8, 17, 6, 6, 1, 1, 1, 1, 1, 1, 1]","[-0.617748, -1.820466, 0.000167, -0.8353, -0.319442, 7e-06, 0.351005, 0.570262, 9.6e-05, 0.367865, 1.758911, 0.0001, 1.993479, -0.231755, 0.000191, -2.039568, 0.235244, 0.741361, -2.03935, 0.235114, -0.741802, -2.67098, -0.482124, -1.255538, -1.911104, 1.186401, -1.247904, -2.671352, -0.481902, 1.255035, -1.911469, 1.18662, 1.247332, -0.063089, -2.140703, -0.88052, -0.063276, -2.140539, 0.881032, -1.574263, -2.337589, 0.000114]","[-0.619011, -1.826193, 0.000667, -0.834627, -0.321827, 7.2e-05, 0.342678, 0.563678, 0.000124, 0.371649, 1.759439, 0.000654, 1.99791, -0.223063, -1.7e-05, -2.041932, 0.239883, 0.742069, -2.041435, 0.23895, -0.741777, -2.667495, -0.484247, -1.251604, -1.909113, 1.187971, -1.247753, -2.667197, -0.48506, 1.249921, -1.910086, 1.188977, 1.246671, -0.065586, -2.142691, -0.881011, -0.064762, -2.143025, 0.88099, -1.576141, -2.33476, 0.000666]",78.4,-19860.080773,-19860.241521,-0.1607479999984207,7.193742,7.235381,0.748355,1.007563
47,Geom-m47-c4,Geom-m47-c4,14,"[6, 6, 6, 8, 17, 6, 6, 1, 1, 1, 1, 1, 1, 1]","[0.951625, -0.232831, -0.163151, 2.441757, -0.033351, 0.037135, 2.973796, 0.004009, 1.420765, 4.103288, 0.150545, 1.761274, 1.770106, -0.196816, 2.781555, 3.393295, -0.625005, -0.988571, 3.191574, 0.843887, -0.950674, 0.617906, -1.178953, 0.260278, 0.713675, -0.238068, -1.224137, 0.3783, 0.565644, 0.305405, 2.947611, -1.183847, -1.804888, 4.335505, -1.016111, -0.618694, 2.606163, 1.302572, -1.740746, 3.996136, 1.455116, -0.554931]","[0.947445, -0.232396, -0.163711, 2.440056, -0.033777, 0.037536, 2.971058, 0.003836, 1.410808, 4.103617, 0.151223, 1.765641, 1.777427, -0.196033, 2.788385, 3.397038, -0.624545, -0.990349, 3.195889, 0.845799, -0.952148, 0.616149, -1.179424, 0.257475, 0.718502, -0.239559, -1.225172, 0.376006, 0.567323, 0.30047, 2.942146, -1.179968, -1.801784, 4.336222, -1.01522, -0.617278, 2.601095, 1.296526, -1.736893, 3.998088, 1.453005, -0.55236]",78.4,-19860.080424,-19860.241671,-0.16124700000000303,7.193743,7.234313,0.748365,1.00975
47,Geom-m47-c5,Geom-m47-c5,14,"[6, 1, 1, 1, 6, 6, 1, 1, 6, 1, 1, 6, 8, 17]","[-0.21207, 0.971963, -1.15183, -1.288592, 1.1189, -1.194782, 0.113354, 0.590375, -2.118424, 0.253597, 1.944642, -1.000688, 0.139891, 0.011284, -0.032175, -0.710843, 0.027089, 1.226265, -0.200567, -0.145428, 2.168276, -1.51873, 0.750518, 1.26213, -0.830572, -1.113294, 0.28554, -1.721492, -1.179925, -0.330194, -0.401946, -2.063942, 0.585668, 1.566507, -0.324417, 0.193573, 2.020094, -1.054358, 1.01492, 2.792371, 0.465593, -0.908278]","[-0.213593, 0.974646, -1.154566, -1.2899, 1.116944, -1.191578, 0.107845, 0.590423, -2.120696, 0.249702, 1.947043, -1.002116, 0.140693, 0.013191, -0.033791, -0.712969, 0.025478, 1.228296, -0.198541, -0.145719, 2.167704, -1.517056, 0.750458, 1.257811, -0.831883, -1.115644, 0.288278, -1.717963, -1.175849, -0.331446, -0.397297, -2.062199, 0.58672, 1.556932, -0.322567, 0.191703, 2.024392, -1.056957, 1.013107, 2.800639, 0.459752, -0.899423]",78.4,-19860.080658,-19860.24091,-0.16025200000149198,7.193755,7.22567,0.748363,1.007053
48,Geom-m48-c1,Geom-m48-c1,15,"[9, 6, 6, 6, 6, 6, 6, 6, 17, 1, 1, 1, 1, 1, 1]","[1.032264, -0.08925, 0.15786, 2.364308, -0.112275, 0.003848, 3.062096, 1.098815, -0.043137, 4.448694, 1.056858, -0.202217, 5.114498, -0.165798, -0.309093, 4.404036, -1.375439, -0.255815, 3.009927, -1.347267, -0.10011, 5.11948, -2.677855, -0.390251, 5.165179, -3.174467, -2.145363, 2.532722, 2.042338, 0.040511, 5.013918, 1.983784, -0.243362, 6.19385, -0.185806, -0.433103, 2.437834, -2.269713, -0.060092, 4.622929, -3.481373, 0.139337, 6.150354, -2.619213, -0.064231]","[1.027755, -0.088102, 0.155155, 2.370579, -0.111972, 0.002436, 3.061229, 1.101821, -0.042215, 4.450017, 1.058968, -0.201328, 5.115038, -0.165506, -0.309161, 4.403293, -1.37538, -0.256296, 3.007328, -1.350256, -0.10131, 5.121631, -2.678114, -0.384765, 5.161525, -3.180595, -2.150469, 2.533081, 2.043494, 0.043945, 5.014966, 1.983664, -0.240679, 6.192413, -0.185884, -0.43183, 2.434557, -2.269893, -0.06048, 4.625314, -3.482574, 0.140743, 6.153364, -2.616332, -0.068964]",78.4,-22586.28647,-22586.478383,-0.19191300000238698,6.178217,6.181982,0.460389,0.644683
48,Geom-m48-c2,Geom-m48-c2,15,"[9, 6, 6, 6, 6, 6, 6, 6, 17, 1, 1, 1, 1, 1, 1]","[-2.377564, -2.007861, 0.101625, -1.545275, -0.957544, 0.049475, -2.080191, 0.33385, 0.093874, -1.199778, 1.41616, 0.036846, 0.177062, 1.206965, -0.063637, 0.702331, -0.09404, -0.112187, -0.171085, -1.190413, -0.051864, 2.176007, -0.310401, -0.199821, 2.877383, -0.443908, 1.479286, -3.15213, 0.482895, 0.172625, -1.589904, 2.429562, 0.071202, 0.852432, 2.057138, -0.106771, 0.211589, -2.206457, -0.083685, 2.68778, 0.515437, -0.677886, 2.431243, -1.231285, -0.709182]","[-2.380117, -2.01139, 0.10443, -1.541245, -0.952936, 0.049795, -2.083334, 0.334171, 0.093559, -1.201174, 1.41793, 0.036232, 0.176894, 1.207586, -0.063584, 0.701917, -0.09437, -0.111687, -0.169603, -1.194368, -0.050529, 2.176571, -0.309054, -0.205689, 2.880418, -0.450805, 1.48435, -3.153508, 0.48245, 0.170114, -1.590425, 2.429325, 0.068845, 0.851177, 2.055886, -0.108057, 0.210624, -2.208853, -0.083101, 2.68735, 0.522587, -0.671566, 2.434354, -1.22806, -0.713212]",78.4,-22586.286672,-22586.478632,-0.19196000000010827,6.177789,6.181791,0.459038,0.642379
48,Geom-m48-c3,Geom-m48-c3,15,"[9, 6, 6, 6, 6, 6, 6, 1, 1, 1, 6, 1, 1, 17, 1]","[2.719354, -1.520601, -0.102105, 1.843977, -0.508067, -0.017946, 0.542773, -0.775821, 0.415698, -0.374252, 0.281852, 0.510248, 0.03424, 1.579185, 0.162516, 1.339921, 1.823808, -0.267514, 2.263445, 0.780809, -0.362433, 3.280858, 0.957529, -0.695765, 1.640297, 2.834151, -0.530849, -0.675758, 2.398861, 0.231899, -1.776497, 0.02434, 0.950261, -1.850976, -0.814355, 1.631205, -2.234045, 0.894334, 1.404367, -2.805384, -0.398821, -0.49593, 0.249302, -1.78887, 0.675322]","[2.637617, -1.540849, -0.354078, 1.796243, -0.503202, -0.146108, 0.485044, -0.777856, 0.245315, -0.389922, 0.299839, 0.46139, 0.074655, 1.612538, 0.281109, 1.394577, 1.856725, -0.110326, 2.277628, 0.795927, -0.331287, 3.301711, 0.968458, -0.638128, 1.734599, 2.877008, -0.247512, -0.600433, 2.445064, 0.447563, -1.79475, 0.058914, 0.91174, -1.836534, -0.394575, 1.896479, -2.378228, 0.969263, 0.924668, -2.656643, -1.098529, -0.208758, 0.151695, -1.800393, 0.376904]",78.4,-22586.286617,-22586.452755,-0.16613799999686307,6.177963,6.284959,0.459587,0.778347
48,Geom-m48-c4,Geom-m48-c4,15,"[9, 6, 6, 6, 6, 6, 6, 17, 6, 1, 1, 1, 1, 1, 1]","[0.912969, -0.041994, 0.179802, 2.244832, -0.064948, 0.024224, 2.94232, 1.146221, -0.02513, 4.328735, 1.104338, -0.185818, 4.994656, -0.11832, -0.291943, 4.284501, -1.328033, -0.236282, 5.000046, -2.630475, -0.369926, 5.043884, -3.129218, -2.124481, 2.890574, -1.299942, -0.078943, 2.412857, 2.089744, 0.057956, 4.893723, 2.031325, -0.228814, 6.073862, -0.138269, -0.417221, 4.504243, -3.433441, 0.161196, 6.031273, -2.571237, -0.04513, 2.318715, -2.222451, -0.037071]","[0.908941, -0.04104, 0.175991, 2.251725, -0.064925, 0.022374, 2.941705, 1.149184, -0.024785, 4.3304, 1.106659, -0.184489, 4.995702, -0.117802, -0.290718, 4.284201, -1.327656, -0.235603, 5.002083, -2.630468, -0.365052, 5.035647, -3.133592, -2.130114, 2.888025, -1.303689, -0.07985, 2.4132, 2.090769, 0.060005, 4.895031, 2.031489, -0.22572, 6.07301, -0.138076, -0.413866, 4.50638, -3.434563, 0.16254, 6.034854, -2.569971, -0.05179, 2.31629, -2.22302, -0.036503]",78.4,-22586.286468,-22586.478289,-0.19182100000034552,6.17821,6.18251,0.46037,0.644893
48,Geom-m48-c5,Geom-m48-c5,15,"[9, 6, 6, 6, 6, 6, 6, 17, 6, 1, 1, 1, 1, 1, 1]","[1.784595, 2.548505, -0.113884, 1.248555, 1.32103, -0.046379, 2.089916, 0.225112, 0.170259, 1.515741, -1.04599, 0.236156, 0.137301, -1.211097, 0.086991, -0.696943, -0.104002, -0.134818, -2.171381, -0.285445, -0.273858, -2.9659, -0.127218, 1.361021, -0.133225, 1.179212, -0.199364, 3.159562, 0.366981, 0.285154, 2.147348, -1.913667, 0.405192, -0.298135, -2.205225, 0.14068, -2.625075, 0.468033, -0.905602, -2.434115, -1.267951, -0.645452, -0.758445, 2.051623, -0.366094]","[1.785054, 2.552582, -0.109289, 1.245049, 1.315058, -0.044439, 2.092732, 0.225469, 0.171626, 1.517915, -1.047838, 0.235806, 0.138153, -1.212492, 0.085699, -0.696158, -0.104473, -0.135656, -2.170956, -0.288323, -0.279537, -2.968441, -0.117564, 1.364919, -0.13644, 1.182662, -0.198907, 3.160421, 0.36807, 0.285248, 2.148381, -1.913853, 0.402901, -0.296167, -2.204958, 0.136879, -2.625698, 0.46544, -0.908802, -2.435127, -1.272878, -0.639384, -0.758921, 2.052997, -0.367066]",78.4,-22586.286648,-22586.478177,-0.1915289999997185,6.178265,6.183117,0.46043,0.644504
48,Geom-m48-c6,Geom-m48-c6,15,"[9, 6, 6, 6, 6, 6, 6, 1, 1, 1, 6, 1, 1, 17, 1]","[-2.728627, -1.510544, -0.116832, -1.847757, -0.50353, -0.024187, -0.548651, -0.781647, 0.409222, 0.374103, 0.2702, 0.51264, -0.026708, 1.572265, 0.173775, -1.330426, 1.827251, -0.256194, -2.259595, 0.790118, -0.359883, -3.275557, 0.9749, -0.693268, -1.62483, 2.841127, -0.512601, 0.687734, 2.387458, 0.25003, 1.774296, 0.001711, 0.952628, 2.236124, 0.865904, 1.413428, 1.84316, -0.842153, 1.627753, 2.802698, -0.41707, -0.495181, -0.261161, -1.798164, 0.661889]","[-2.643518, -1.522798, -0.399645, -1.798319, -0.493324, -0.167818, -0.488772, -0.782364, 0.218892, 0.390855, 0.286051, 0.45903, -0.068598, 1.604553, 0.308683, -1.386796, 1.863145, -0.078615, -2.274087, 0.811396, -0.324724, -3.29695, 0.994993, -0.62937, -1.722296, 2.887602, -0.19333, 0.609692, 2.430354, 0.494947, 1.794063, 0.03273, 0.9084, 2.391805, 0.934381, 0.895967, 1.832966, -0.393595, 1.905153, 2.635257, -1.16625, -0.182194, -0.160498, -1.809049, 0.327844]",78.4,-22586.286582,-22586.449342,-0.1627599999992526,6.177979,6.298867,0.459633,0.786294
48,Geom-m48-c7,Geom-m48-c7,15,"[9, 6, 6, 1, 6, 1, 6, 1, 6, 6, 1, 6, 1, 1, 17]","[-2.559023, 1.756026, -0.247931, -1.625989, 0.795603, -0.172922, -2.002492, -0.533494, -0.391042, -3.033349, -0.782662, -0.620649, -1.018995, -1.52117, -0.307521, -1.285266, -2.561186, -0.474347, 0.303164, -1.183476, -0.011825, 1.059934, -1.960814, 0.050023, 0.668561, 0.153748, 0.209915, -0.30924, 1.156385, 0.125196, -0.050298, 2.198495, 0.288761, 2.086931, 0.509675, 0.506156, 2.628009, -0.302473, 0.975301, 2.17305, 1.397477, 1.120191, 2.965001, 0.877867, -1.050304]","[-2.562184, 1.758852, -0.249801, -1.622223, 0.79113, -0.172795, -2.004935, -0.53458, -0.392296, -3.034574, -0.78343, -0.620667, -1.019846, -1.523184, -0.308071, -1.285112, -2.5616, -0.473231, 0.302916, -1.183853, -0.012412, 1.058242, -1.960127, 0.051583, 0.668354, 0.153919, 0.209323, -0.308809, 1.159539, 0.125521, -0.053081, 2.199878, 0.291763, 2.086847, 0.508748, 0.510619, 2.629713, -0.305473, 0.971605, 2.175068, 1.396631, 1.12188, 2.969624, 0.883551, -1.054018]",78.4,-22586.286693,-22586.480177,-0.19348400000308175,6.178021,6.184845,0.459744,0.642992
49,Geom-m49-c1,Geom-m49-c1,12,"[6, 6, 6, 6, 17, 1, 1, 1, 1, 1, 1, 1]","[0.940971, 0.012092, 0.124142, 2.280372, 0.021169, 0.076211, 3.062565, -1.062624, -0.607712, 3.066145, 1.13225, 0.691797, 4.032302, 0.526794, 2.116857, 0.368614, -0.784915, -0.333945, 0.392537, 0.801727, 0.623325, 2.406375, -1.810973, -1.044186, 3.729472, -1.560202, 0.097196, 3.688156, -0.646299, -1.398573, 2.432125, 1.92612, 1.065556, 3.787776, 1.553162, -0.000799]","[0.937836, 0.014113, 0.120972, 2.279416, 0.018878, 0.076946, 3.063934, -1.065506, -0.607433, 3.063799, 1.134182, 0.690346, 4.043038, 0.522963, 2.117754, 0.370567, -0.782526, -0.342021, 0.393687, 0.806746, 0.616649, 2.406532, -1.816551, -1.033806, 3.735672, -1.55391, 0.096632, 3.680153, -0.647051, -1.400907, 2.42919, 1.920858, 1.074975, 3.783585, 1.556104, -0.000238]",78.4,-16777.91774,-16778.036181,-0.11844099999871105,7.05015,6.976271,0.407477,0.554586
